投资时间,受资方,所属行业,VC阶段,投资金额,币种,投资方,
2017-03-03,有领,广告代理商及网络营销服务机构,天使轮,2百万,人民币,不公开的投资者,
2017-03-03,蔚来汽车,汽车制造,战略投资轮,1亿,美元,不公开的投资者,
2017-03-03,翎客航天,硬件,A轮,数千万,人民币,普华资本 / 长润金控 / 四方御风投资,
2017-03-03,Paytm E-Commerce,电子商务,A轮,2亿,美元,赛富投资基金 / 阿里资本,
2017-03-02,GRAIL,医疗服务,B轮,9亿,美元,Arch Venture Partners,
2017-03-02,CreditMantri,金融,B轮,760万,美元,IDG资本,
2017-03-02,汇折聪购,网络服务,A轮,数千万,人民币,险峰长青,
2017-03-02,爱分趣,保险,Pre-A轮,1500万,人民币,不公开的投资者,
2017-03-02,蓝灯数据,软件,新三板定增轮,2055万,人民币,长江国弘,
2017-03-02,鲜动生活,食品加工,新三板定增轮,2000万,人民币,长润资产 / 和智资本,
2017-03-02,贝斯达,医疗设备,新三板定增轮,2亿,人民币,瀚华资本 / 东方富厚投资 / 赛富合银 / 温氏投资,
2017-03-02,神农股份,环保,新三板定增轮,296万,人民币,不公开的投资者,
2017-03-02,微观互联,其他无线互联网服务,Pre-A轮,数千万,人民币,五岳资本,
2017-03-02,狼人杀,网络旅游,A轮,数百万,人民币,青松基金,
2017-03-02,嵩阳正源,IT服务,A轮,非公开,,北京协同创新京福基金管理有限公司,
2017-03-02,匠客街,网络服务,天使轮,5百万,人民币,不公开的投资者,
2017-03-01,好光阴,其他服务业,种子轮,70万,人民币,不公开的投资者,
2017-03-01,儿童周末,网络教育,天使轮,180万,人民币,不公开的投资者,
2017-03-01,申请通,咨询,天使轮,非公开,,创新马槽,
2017-03-01,数据堂,其他IT服务,新三板定增轮,非公开,,前海梧桐并购基金,
2017-03-01,臻迪科技,其他硬件,新三板定增轮,非公开,,英诺天使基金,
2017-03-01,新化股份,化工原料生产,B轮,1千万,人民币,久奕资本,
2017-03-01,北森云计算,IT咨询,D轮,2千万,人民币,天创资本,
2017-03-01,酒鬼酒,酒制造,C轮,1千万,人民币,温氏投资,
2017-03-01,轻松住,居民服务业,种子轮,5百万,人民币,不公开的投资者,
2017-03-01,觅堂科技,科学研究/技术服务和地质勘查业,Pre-A轮,数百万,人民币,天奇阿米巴创投,
2017-03-01,神奇屋,连锁及零售,种子轮,60万,人民币,不公开的投资者,
2017-03-01,小步,其他软件,A轮,非公开,,BAI,
2017-03-01,格格家,电子商务,B轮,数千万,人民币,真格基金,
2017-03-01,微影时光,文化传播,天使轮,3百万,人民币,不公开的投资者,
2017-03-01,优格技术工场,IT服务,天使轮,4百万,人民币,头狼资本,
2017-03-01,爆米花,网络视频,C轮,2000万,人民币,浙商创投,
2017-03-01,联众医疗,软件,F轮,5500万,人民币,浙商创投,
2017-03-01,海尔永顺,新能源,A轮,5百万,人民币,厚持资本,
2017-03-01,储翰科技,光电,新三板定增轮,270万,人民币,厚持资本,
2017-03-01,中糖有限,食品加工,C轮,1千万,人民币,温氏投资,
2017-03-01,众爻信息,IT服务,A轮,非公开,,不公开的投资者,
2017-03-01,罗格数据,IT服务,天使轮,175万,人民币,国科嘉和,
2017-03-01,成为智能,交通运输,A轮,1630万,人民币,联想创投集团,
2017-03-01,热拉,网络社区,C轮,非公开,,信天创投,
2017-03-01,水岩科技,硬件,B轮,非公开,,信天创投,
2017-03-01,See,无线互联网服务,B轮,非公开,,险峰长青,
2017-03-01,摩天轮票务,其他网络服务,B轮,非公开,,险峰长青,
2017-03-01,心医国际,其他生物技术/医疗健康,D轮,1千万,人民币,国创投资,
2017-03-01,巧课力,软件,天使轮,数百万,人民币,浩方创投,
2017-03-01,均益股份,专用仪器仪表制造业,新三板定增轮,2600万,人民币,安徽云松投资 / 九华恒昌,
2017-03-01,博润国旅,商务服务业,新三板定增轮,1千万,人民币,不公开的投资者,
2017-03-01,互盟科技,无线互联网服务,新三板定增轮,1160万,人民币,不公开的投资者,
2017-03-01,韩升元,电子设备,新三板定增轮,480万,人民币,不公开的投资者,
2017-03-01,前海极光,影视制作及发行,种子轮,数百万,人民币,浩方创投 / 创享投资,
2017-03-01,京都儿童医院,医疗服务,,非公开,,磐霖资本,
2017-03-01,超级队长,硬件,A轮,数千万,人民币,不公开的投资者,
2017-03-01,小马智行,硬件,A轮,1千万,美元,IDG资本 / 红杉中国,
2017-03-01,成大生物,生物工程,,1029万,人民币,盛世景,
2017-03-01,金达莱,环保,,689万,人民币,盛世景,
2017-03-01,联飞翔,新材料,,311万,人民币,盛世景,
2017-03-01,深装总装饰,其他建筑/工程,,480万,人民币,盛世景,
2017-03-01,纸贵版权,财务/审计/法律顾问,天使轮,3百万,人民币,天使投资人,
2017-03-01,硬度网,电子商务,种子轮,数百万,人民币,飞马旅,
2017-03-01,纳波克动力,新能源,天使轮,5百万,人民币,不公开的投资者 / 泰益基金 / 喔赢资本 / 紫金汇创投 / 泰有投资,
2017-03-01,青枪互动,网络游戏,A轮,数千万,人民币,小米 / 顺为资本 / 欢聚时代信息科技,
2017-03-01,文因互联,金融,Pre-A轮,数千万,人民币,无量数据 / 深圳挚金资本投资管理有限公司,
2017-03-01,培诺教育,软件,B轮,1500万,人民币,蓝湖资本,
2017-03-01,Quanergy,其他汽车,C轮,8百万,美元,普思资本,
2017-03-01,莱杯咖啡,其他电子产品,Pre-A轮,1千万,人民币,梅花天使创投 / 青山资本 / 险峰长青,
2017-03-01,益盟操盘手,应用软件,,5百万,人民币,温氏投资,
2017-03-01,深睿科技,IT咨询,A轮,1750万,人民币,昆仲资本,
2017-03-01,读墨通信,通信软件,天使轮,数百万,人民币,得厚资本,
2017-03-01,云图征信,其他金融服务,A轮,6百万,人民币,丰厚资本,
2017-03-01,纵横中文网,其他网络服务,,3千万,人民币,国宏嘉信,
2017-03-01,Osaro,IT,,50万,美元,真格基金,
2017-03-01,广策文化,咨询,,7百万,人民币,真格基金,
2017-02-28,StayAbode,房地产中介服务,天使轮,非公开,,不公开的投资者,
2017-02-28,Uponit,广告创意/代理,天使轮,230万,美元,JVP,
2017-02-28,爱豆网络,无线互联网服务,B轮,数千万,人民币,不公开的投资者,
2017-02-28,Venteny,咨询,天使轮,非公开,,KK Fund / Open Ocean Capital,
2017-02-28,Workfit,IT服务,天使轮,550万,美元,Battery Ventures / Salesforce Ventures / Greycroft Partners,
2017-02-28,原谷生鲜,网络服务,天使轮,数百万,人民币,银城房地,
2017-02-28,GYENNO One,硬件,A轮,数千万,人民币,深圳金斧子资本 / 武汉高新区光谷人才基金,
2017-02-28,拍片网,应用软件,A轮,数千万,人民币,国泰君安,
2017-02-28,职行力,无线互联网服务,Pre-A轮,数千万,人民币,不公开的投资者,
2017-02-28,瑞奥电气,电子设备,新三板定增轮,744万,人民币,不公开的投资者,
2017-02-28,先控电气,其他机械制造,新三板定增轮,424万,人民币,不公开的投资者,
2017-02-28,世纪本原,终端设备及技术服务,新三板定增轮,2450万,人民币,不公开的投资者,
2017-02-28,中晨,电子商务,新三板定增轮,7000万,人民币,万融时代资本 / 华夏幸福（北京）股权投资管理有限公司,
2017-02-28,远传信息,软件,A轮,2千万,人民币,时代伯乐,
2017-02-28,艾葵斯,IT服务,A轮,非公开,,老鹰基金,
2017-02-28,飞蝉智投,IT服务,种子轮,非公开,,伯藜创投,
2017-02-28,吉阳智能,新能源,A轮,非公开,,贵州求是创业 / 国科投资,
2017-02-27,鹏欣资源,化工原料生产,上市定增轮,17亿,人民币,逸合投资,
2017-02-27,奔腾股份,化工原料生产,新三板定增轮,1053万,人民币,不公开的投资者,
2017-02-27,晶奇网络,软件,新三板定增轮,4百万,人民币,不公开的投资者,
2017-02-27,泰利信,批发业,新三板定增轮,1620万,人民币,中投正天阳,
2017-02-27,子西租赁,租赁业,新三板定增轮,2千万,人民币,不公开的投资者,
2017-02-27,金盾软件,计算机与网络安全服务,新三板定增轮,4220万,人民币,时代伯乐,
2017-02-27,蓝梦广告,商务服务业,新三板定增轮,1001万,人民币,不公开的投资者,
2017-02-27,智诚股份,畜牧业,新三板定增轮,2400万,人民币,不公开的投资者,
2017-02-27,艾吉泰康,生物技术/医疗健康,B轮,5千万,人民币,中关村发展集团,
2017-02-27,小鹿互娱,娱乐与休闲,天使轮,数千万,人民币,不公开的投资者,
2017-02-27,共享际                ,商务服务业,B轮,1亿,人民币,新加坡政府投资 / 开封文投,
2017-02-27,马上用车,汽车租赁,天使轮,5千万,人民币,国信基金 / 中致远汽车集团,
2017-02-27,泽生科技,生物制药,G轮,6482万,人民币,新鼎荣盛 / 中都信华资产管理（北京）有限公司 / 宁波市鄞州中钰惟精资产管理有限公司 / 汉富资本,
2017-02-27,治宬网络,IT服务,天使轮,数百万,人民币,契阔资本,
2017-02-27,多维度,无线互联网服务,上市定增轮,1千万,人民币,不公开的投资者,
2017-02-27,Privacy Labs,IT服务,天使轮,4百万,美元,不公开的投资者,
2017-02-26,帮农忙,其他服务业,A轮,非公开,,创新谷投资,
2017-02-25,熊家信息,网络服务,天使轮,3百万,人民币,梅花天使创投,
2017-02-25,护眼宝,软件,A轮,非公开,,创新谷投资,
2017-02-25,慧数科技,IT服务,战略投资轮,1千万,人民币,汽车之家,
2017-02-24,置富科技,其他电子产品,新三板定增轮,1350万,人民币,不公开的投资者,
2017-02-24,金运电气,其他建筑/工程,新三板定增轮,634万,人民币,不公开的投资者,
2017-02-24,柏科数据,软件,新三板定增轮,1544万,人民币,前海宏达,
2017-02-24,辉文生物,化学药品原药制造业,新三板定增轮,4542万,人民币,不公开的投资者,
2017-02-24,橙意家人,医疗设备,B轮,7千万,人民币,乔景资本 / 天亿投资 / 高科新浚 / 睿高资本,
2017-02-24,有礼派,电子商务,A轮,数千万,人民币,京基资本 / 华诺创投 / 彩梦想,
2017-02-24,小蓝单车,交通运输,A轮,4亿,人民币,黑洞投资,
2017-02-24,聚水潭,软件,A轮,5千万,人民币,阿米巴资本 / 万漉投资 / 微光创投,
2017-02-24,兰玉文化,纺织及服装,战略投资轮,3300万,人民币,百合网,
2017-02-24,八分量,软件,天使轮,数千万,人民币,洪泰基金,
2017-02-23,新兴铸管,能源及矿产,上市定增轮,1600万,人民币,毅达资本,
2017-02-23,好租网,房地产开发经营,B轮,数亿,人民币,不公开的投资者,
2017-02-23,医渡云,网络社区,Pre-A轮,数千万,人民币,学而思,
2017-02-23,OutdoorProject,旅游,A轮,2百万,美元,不公开的投资者,
2017-02-23,阿拉丁,网络服务,天使轮,数百万,人民币,德同资本 / 场景实验室,
2017-02-23,慕华尚测,专业培训,天使轮,3千万,人民币,慕华教育,
2017-02-23,零空间,汽车,Pre-A轮,1千万,人民币,日章投资,
2017-02-23,京东农业,农业种植,新三板定增轮,789万,人民币,不公开的投资者,
2017-02-23,华兰海,电子设备,新三板定增轮,529万,人民币,不公开的投资者,
2017-02-23,神州商龙,软件,新三板定增轮,222万,人民币,不公开的投资者,
2017-02-23,晓鸣农牧,畜牧业,新三板定增轮,1.5亿,人民币,不公开的投资者,
2017-02-23,达特照明,照明器具制造,新三板定增轮,3002万,人民币,不公开的投资者,
2017-02-23,龙泰竹业,其他,新三板定增轮,48.9万,人民币,不公开的投资者,
2017-02-23,盛和资源,冶炼/加工,上市定增轮,28.3亿,人民币,东方富海 / 长泰集智 / 盛虔投资 / 沃本新材,
2017-02-23,页码科技,网络服务,Pre-A轮,190万,人民币,老鹰基金,
2017-02-23,智联安,集成电路制造,A轮,非公开,,启迪之星,
2017-02-22,大圣互动,网络服务,天使轮,690万,人民币,梅花天使创投,
2017-02-22,爱奇艺,网络服务,D轮,15.3亿,美元,锡玉翔投资 / 中金佳成 / 高瓴资本 / 百度投资部 / IDG资本,
2017-02-22,京能电力,电力、燃气及水的生产和供应业,上市定增轮,54.9亿,人民币,北京能源集团,
2017-02-22,宝达汽车,汽车销售渠道,新三板定增轮,2350万,人民币,不公开的投资者,
2017-02-22,超级猩猩,无线互联网服务,B轮,5千万,人民币,Ventech China / 景林投资 / 复星锐正资本,
2017-02-22,阿拉提餐饮,餐饮,A轮,数千万,人民币,顺融资本,
2017-02-22,鲁大师,软件,A轮,1.1亿,人民币,嵩恒网络,
2017-02-22,Qkuts剪酷,其他,Pre-A轮,数百万,美元,启明创投,
2017-02-22,悦为电商,B2C,新三板定增轮,1500万,人民币,紫荆天使,
2017-02-22,奥吉特,农业,新三板定增轮,2.9亿,人民币,中投首善国际资产 / 永新同盈 / 上海谷旺 / 北京麦客财智基金管理有限公司 / 长盛股权,
2017-02-22,清大国华,环保,新三板定增轮,2035万,人民币,不公开的投资者,
2017-02-22,同德股份,电力、燃气及水的生产和供应业,新三板定增轮,1400万,人民币,不公开的投资者,
2017-02-22,慧典云医,软件,新三板定增轮,1428万,人民币,不公开的投资者,
2017-02-22,益模科技,软件,新三板定增轮,500万,人民币,天风天信财富投资管理有限公司,
2017-02-22,山维科技,软件,新三板定增轮,2050万,人民币,不公开的投资者,
2017-02-22,NIDA Rooms,咨询,A轮,560万,美元,盛大资本,
2017-02-22,Prospa,互联网小贷,C轮,2500万,美元,AirTree Ventures,
2017-02-22,Famoco,IT服务,B轮,1100万,欧元,Aurinvest / Idinvest Partners,
2017-02-22,华语数媒,其他网络服务,天使轮,9.6万,人民币,北京采思投资,
2017-02-21,TVSquared,广告创意/代理,A轮,650万,美元,不公开的投资者,
2017-02-21,SkillLane,职业教育,A轮,非公开,,不公开的投资者,
2017-02-21,MoneyTable,理财计算APP,天使轮,150万,美元,不公开的投资者,
2017-02-21,The Ken,金融,天使轮,非公开,,不公开的投资者,
2017-02-21,东恩儿童,其他,Pre-A轮,数千万,人民币,不公开的投资者,
2017-02-21,翔楼新材,汽车制造,新三板定增轮,1440万,人民币,不公开的投资者,
2017-02-21,森萱医药,医药,新三板定增轮,1980万,人民币,不公开的投资者,
2017-02-21,德佑电气,电器机械及器材制造,新三板定增轮,706万,人民币,不公开的投资者,
2017-02-21,长天思源,环保,新三板定增轮,2000万,人民币,东方汇富,
2017-02-21,小日子,其他网络服务,Pre-A轮,非公开,,广州天趣,
2017-02-21,优家宝贝,连锁及零售,Pre-A轮,数千万,人民币,众晖投资,
2017-02-21,草根投资,互联网金融,C轮,1亿,人民币,华闻传媒,
2017-02-21,中睿天下,计算机与网络安全服务,Pre-A轮,2千万,人民币,蓝湖资本,
2017-02-21,宝钢股份,冶炼/加工,上市定增轮,145.8亿,人民币,不公开的投资者,
2017-02-21,小牛电动,汽车制造,B轮,非公开,,梅花天使创投,
2017-02-21,东恩儿童,其他,A轮,非公开,,众晖投资,
2017-02-20,南洋股份,照明器具制造,上市定增轮,21.2亿,人民币,华瀛能源 / 新华保险 / 浙江赛伯乐科创股权投资管理有限公司 / 珞珈方圆资产,
2017-02-20,VINCI智能耳机,电子设备,A轮,数千万,人民币,天奇阿米巴创投 / 源渡创投,
2017-02-20,纳德光学,硬件,Pre-A轮,数千万,人民币,朗玛峰创投 / 武岳峰资本 / 松禾资本,
2017-02-20,快法务,IT服务,B轮,非公开,,腾讯投资,
2017-02-20,摩拜单车,其他网络服务,D轮,非公开,,淡马锡投资 / 高瓴资本,
2017-02-20,爱零工,网络服务,A轮,非公开,,上海鼎律投资,
2017-02-20,七河生物,农业,新三板定增轮,5360万,人民币,东方汇富,
2017-02-20,聚石化学,化工原料生产,新三板定增轮,5840万,人民币,直接资本 / 中广投资 / 熙华浩投资,
2017-02-20,快法务,IT服务,B轮,非公开,,不公开的投资者,
2017-02-20,未名企鹅,医药,A轮,数千万,人民币,不公开的投资者,
2017-02-20,Sun Basket,餐饮,C轮,1500万,美元,不公开的投资者,
2017-02-20,Soundtrack Your Brand,其他娱乐传媒,C轮,2200万,美元,不公开的投资者,
2017-02-20,摩拜单车,其他无线互联网服务,E轮,1亿,美元,不公开的投资者,
2017-02-20,Adveez,咨询,A轮,3百万,欧元,不公开的投资者,
2017-02-20,菜嬷嬷,网络服务,天使轮,数百万,人民币,腾股创投,
2017-02-19,CoClean众清科技,环保,A轮,2千万,人民币,不公开的投资者,
2017-02-17,YourStory,其他金融,B轮,3百万,美元,不公开的投资者,
2017-02-17,菩提果,互联网,A轮,非公开,,乾明投资,
2017-02-17,腾信软创,软件,新三板定增轮,1020万,人民币,不公开的投资者,
2017-02-17,同智科技,其他机械制造,新三板定增轮,1775万,人民币,不公开的投资者,
2017-02-17,新达科技,非金属矿物制品业,新三板定增轮,750万,人民币,不公开的投资者,
2017-02-17,秉扬科技,非金属矿物制品业,新三板定增轮,1190万,人民币,不公开的投资者,
2017-02-17,祖名股份,食品加工,新三板定增轮,3千万,人民币,不公开的投资者,
2017-02-17,车工股份,零售,新三板定增轮,4800万,人民币,不公开的投资者,
2017-02-17,安谱实验,专用仪器仪表制造业,新三板定增轮,8807万,人民币,不公开的投资者,
2017-02-17,滨会生物,医药,新三板定增轮,2650万,人民币,达晨创投 / 龙磐投资,
2017-02-17,沃镭智能,专用仪器仪表制造业,新三板定增轮,2204万,人民币,不公开的投资者,
2017-02-17,捷视飞通,软件,新三板定增轮,2900万,人民币,深圳信科投资,
2017-02-17,芝麻科技,其他电子设备,A轮,数千万,人民币,深创投 / 碚曦投资 / 品友互动,
2017-02-17,奥拓电子,其他电子设备,上市定增轮,1.4亿,人民币,山东省国有资产投资控股 / 西藏泓涵股权投资 / 中融基金管理 / 深圳市晨钟资产管理有限责任公司,
2017-02-17,雷神科技,软件,E轮,6250万,人民币,同创伟业 / 海尔金融控股 / 赛富投资基金 / 国科正道 / 国科投资,
2017-02-16,泉源堂,零售,新三板定增轮,3015万,人民币,一村资本,
2017-02-16,米影科技,网络服务,Pre-A轮,数千万,人民币,宁波容银 / 容银投资,
2017-02-16,跳跳,网络社区,A轮,1200万,人民币,腾讯投资 / 宋城集团,
2017-02-16,快来贷,金融服务,Pre-A轮,数千万,人民币,温度创投,
2017-02-16,Locals路客,酒店,Pre-A轮,非公开,,真格基金 / 广东文化产业投资,
2017-02-16,妈咪知道,其他生物技术/医疗健康,B轮,非公开,,周大福,
2017-02-16,炫踪网络,网络游戏,B轮,4亿,人民币,欧擎资产 / 宁波银行 / 湖南高新创投集团 / 华鑫投资 / 杉杉创投,
2017-02-16,金三角,电器机械及器材制造,新三板定增轮,1024万,人民币,不公开的投资者,
2017-02-16,普天数码,终端设备及技术服务,新三板定增轮,1191万,人民币,不公开的投资者,
2017-02-16,三鑫隆,金属制品业,新三板定增轮,2822万,人民币,不公开的投资者,
2017-02-16,华联商厦,房地产开发经营,上市定增轮,8.6亿,人民币,西藏山南信商,
2017-02-16,Imaginate,IT服务,天使轮,50万,美元,不公开的投资者,
2017-02-16,炫踪网络,网络游戏,B轮,4亿,人民币,不公开的投资者,
2017-02-15,易名科技,网络服务,新三板定增轮,2000万,人民币,不公开的投资者,
2017-02-15,易构软件,软件,新三板定增轮,444万,人民币,不公开的投资者,
2017-02-15,轻叶能源,科技交流和推广服务业,新三板定增轮,6百万,人民币,不公开的投资者,
2017-02-15,诺克特,医药,新三板定增轮,7500万,人民币,不公开的投资者,
2017-02-15,骏创科技,汽车制造,新三板定增轮,1千万,人民币,芝流投资,
2017-02-15,精智教育,专业培训,天使轮,357万,人民币,文都教育,
2017-02-15,默安科技,计算机与网络安全服务,Pre-A轮,3千万,人民币,盈动资本 / 元璟资本 / 真格基金,
2017-02-15,松龄护老集团,居民服务业,上市定增轮,5902万,港币,IDG资本,
2017-02-15,香江控股,房地产开发经营,上市定增轮,23.5亿,人民币,前海开源 / 泓谟资产,
2017-02-15,亿利达,其他机械制造,上市定增轮,4.3亿,人民币,创新基金 / 九泰基金 / 北京天蝎座资产,
2017-02-14,凸凸学车,其他网络服务,天使轮,2百万,人民币,不公开的投资者,
2017-02-14,诺康达,医药,A轮,1.6亿,人民币,险峰长青 / 华盖资本,
2017-02-14,i背调,网络服务,A轮,数千万,人民币,星河互联 / 峰瑞资本,
2017-02-14,宝妈环球购,B2B,A轮,3600万,人民币,不公开的投资者 / 尚晨科创基金,
2017-02-14,路维光电,材料与元器件,新三板定增轮,6980万,人民币,新意资本 / 前海鹏晨投资 / 高新投创投公司,
2017-02-14,达普电子,电器机械及器材制造,新三板定增轮,4百万,人民币,不公开的投资者,
2017-02-14,攀柔莎,日用化学,新三板定增轮,1001万,人民币,不公开的投资者,
2017-02-14,红连文化,商务服务业,新三板定增轮,264万,人民币,不公开的投资者,
2017-02-14,创新股份,非金属矿物制品业,新三板定增轮,2096万,人民币,不公开的投资者,
2017-02-14,Sigtuple,生物工程,A轮,580万,美元,不公开的投资者,
2017-02-14,Dedrone,硬件,B轮,1500万,美元,不公开的投资者,
2017-02-14,Flutura,咨询,A轮,750万,美元,不公开的投资者,
2017-02-14,AirTrunk,IT服务,A轮,4百万,美元,不公开的投资者,
2017-02-14,精智教育,专业培训,天使轮,357万,人民币,不公开的投资者,
2017-02-14,极客晨星,教育与培训,天使轮,非公开,,优客工场,
2017-02-13,TruSTAR,IT服务,A轮,5百万,美元,不公开的投资者,
2017-02-13,高人汇,其他,天使轮,数百万,人民币,不公开的投资者,
2017-02-13,易观亚太,商务服务业,新三板定增轮,1750万,人民币,盛景嘉成投资 / 晨晖资本,
2017-02-13,云田数码,零售,新三板定增轮,5160万,人民币,融银资本 / 康大国信,
2017-02-13,添力科技,金属制品业,新三板定增轮,560万,人民币,不公开的投资者,
2017-02-13,蓝图明册,IT服务,天使轮,数百万,人民币,中经合,
2017-02-13,猎趣,B2B,A轮,数亿,人民币,不公开的投资者 / 华睿信资产,
2017-02-13,德泓国际,纺织及服装,新三板定增轮,数千万,人民币,盈科资本,
2017-02-13,天河股份,汽车制造,B轮,2000万,人民币,毅达资本,
2017-02-13,易登网,资讯门户,天使轮,数百万,人民币,阿米巴资本,
2017-02-13,G7,物流管理,战略投资轮,4500万,美元,国开国际 / 普洛斯,
2017-02-11,超卓科技,应用软件,A轮,非公开,,翊翎资本,
2017-02-11,Sumscope森浦资讯,金融IT服务,C轮,数千万,美元,高达投资,
2017-02-10,大象保险,保险,Pre-A轮,数千万,美元,不公开的投资者,
2017-02-10,公司宝,电子商务,A轮,4千万,人民币,不公开的投资者,
2017-02-10,Zeitgold,财务/审计/法律顾问,天使轮,420万,欧元,不公开的投资者,
2017-02-10,喵呜科技,网络游戏,天使轮,1250万,人民币,不公开的投资者,
2017-02-10,欧康医药,生物制药,新三板定增轮,500万,人民币,不公开的投资者,
2017-02-10,舜禹水务,专用仪器仪表制造业,新三板定增轮,598万,人民币,不公开的投资者,
2017-02-10,房司令,互联网金融,D轮,数千万,美元,赢知（银川）投资管理有限公司 / 百度投资部,
2017-02-09,资邦元达,网络服务,战略投资轮,1亿,人民币,嘉达早教,
2017-02-09,便利蜂,零售,A轮,非公开,,斑马资本,
2017-02-09,奇幻科技,其他电子产品,A轮,非公开,,创业邦 / 暴风集团 / 高通风险投资,
2017-02-09,海南矿业,黑色金属矿采选,上市定增轮,8.9亿,人民币,博时基金 / 海通并购资本 / 常州投资集团,
2017-02-09,微梦传媒,广告创意/代理,B轮,5千万,人民币,晨晖资本 / 赛伯乐,
2017-02-09,铁杆体育,体育,Pre-A轮,非公开,,懂球帝,
2017-02-09,Folio,其他网络服务,A轮,1600万,美元,不公开的投资者,
2017-02-09,InMoji,广告创意/代理,天使轮,150万,美元,不公开的投资者,
2017-02-09,Cartrade,网络服务,F轮,5500万,美元,不公开的投资者,
2017-02-09,知鸟游学,其他教育与培训,B轮,非公开,,不公开的投资者,
2017-02-09,臻和科技,IT服务,B轮,1.3亿,人民币,不公开的投资者,
2017-02-09,便利蜂,零售,A轮,数亿,人民币,不公开的投资者,
2017-02-08,HashedHealth,医疗服务,天使轮,185万,美元,不公开的投资者,
2017-02-08,Chorus.ai,咨询,A轮,1600万,美元,不公开的投资者,
2017-02-08,CXA Group,网上招聘,B轮,2500万,美元,不公开的投资者,
2017-02-08,阿牛定投,金融服务,A轮,1千万,人民币,不公开的投资者,
2017-02-08,Airsorted,其他服务业,天使轮,150万,英镑,不公开的投资者,
2017-02-08,酒云网,B2C,B轮,2千万,人民币,不公开的投资者 / 涌铧投资,
2017-02-08,达迈科技,冶炼/加工,A轮,数千万,人民币,毅达资本,
2017-02-08,北方创业,其他机械制造,上市定增轮,89.3亿,人民币,深圳天风天成资产 / 创新基金 / 中船投资 / 东鼎云投资 / 中兵投资,
2017-02-08,盛通印刷,印刷,上市定增轮,7亿,人民币,上海田鼎 / 方刚启诚 / 万安汇利,
2017-02-08,方大股份,化工原料生产,新三板定增轮,1700万,人民币,不公开的投资者,
2017-02-08,开源证券,证券分析与咨询,新三板定增轮,14.7亿,人民币,不公开的投资者,
2017-02-08,亿童文教,其他教育与培训,新三板定增轮,1984万,人民币,鼎锋明德,
2017-02-08,撞璧,网络服务,天使轮,120万,人民币,梅花天使创投,
2017-02-07,武汉虹识,计算机与网络安全服务,A轮,非公开,,武汉光谷成长创业投资管理有限公司,
2017-02-07,轻松妈妈,居民服务和其他服务业,Pre-A轮,数千万,人民币,天玑创投,
2017-02-07,恒通环境,环保,A轮,3千万,人民币,南京钢铁,
2017-02-07,淡蓝网,即时通讯,战略投资轮,非公开,,山水从容,
2017-02-07,渤海水业,生物制药,上市定增轮,9亿,人民币,厦门时位长信股权投资管理有限公司 / 宏儒和愉投资,
2017-02-07,Idea Drop,咨询,天使轮,117万,欧元,不公开的投资者,
2017-02-07,软体机器人,硬件,天使轮,数百万,人民币,雅瑞资本,
2017-02-07,有为科技,电子商务,种子轮,数百万,人民币,浩方创投,
2017-02-06,塔链网络,金融IT服务,天使轮,数百万,人民币,陶石资本,
2017-02-06,同桌游戏,网络游戏,A轮,非公开,,武汉东湖众合天使基金管理有限公司,
2017-02-06,闪送,配送及仓储,C轮,5千万,美元,不公开的投资者,
2017-02-06,乐摇摇,电子商务,A轮,3800万,人民币,不公开的投资者,
2017-02-06,优仕美地医疗,生物技术/医疗健康,A轮,数千万,人民币,不公开的投资者,
2017-02-06,Against Gravity,网络游戏,天使轮,5百万,美元,不公开的投资者,
2017-02-06,东家,电子商务,A轮,数千万,人民币,复星集团,
2017-02-06,乐摇摇,电子商务,A轮,3800万,人民币,广发信德,
2017-02-06,爱享聚,其他娱乐与休闲,种子轮,数百万,人民币,内购网,
2017-02-06,唯修汇,无线互联网服务,A轮,数千万,人民币,毅达资本,
2017-02-06,华澜微,集成电路制造,新三板定增轮,1620万,人民币,国杰投资,
2017-02-06,雄狮装饰,其他建筑/工程,新三板定增轮,2520万,人民币,中山证券 / 同兴股权 / 中纳资本,
2017-02-06,康爱瑞浩,生物工程,新三板定增轮,1999万,人民币,高特佳投资,
2017-02-06,知象光电,电子及光电设备,A轮,1千万,人民币,软银中国资本,
2017-02-06,蔚蓝海域,IT,天使轮,2百万,人民币,不公开的投资者 / 聚创造,
2017-02-05,润雅信息,IT服务,Pre-A轮,1850万,人民币,不公开的投资者,
2017-02-05,iguama,电子商务,A轮,5百万,美元,不公开的投资者,
2017-02-05,DATATOM,网络服务,C轮,非公开,,东方富海,
2017-02-04,PowerMyLearning,其他教育与培训,战略投资轮,650万,美元,不公开的投资者,
2017-02-04,XNOR,硬件,天使轮,260万,美元,不公开的投资者,
2017-02-03,Cermati,金融服务,A轮,数百万,美元,不公开的投资者,
2017-02-03,Cleo,财务/审计/法律顾问,天使轮,70万,美元,不公开的投资者,
2017-02-03,格利尔,照明器具制造,新三板定增轮,80万,人民币,不公开的投资者,
2017-02-03,动量科技,IT服务,Pre-A轮,数千万,人民币,中科创星 / 中海投资,
2017-02-02,火星兔子,电子支付,天使轮,1400万,人民币,经纬中国 / 创大基金,
2017-02-01,盛航海运,交通运输,上市定增轮,5千万,人民币,毅达资本,
2017-02-01,鼎恒博源,影视制作及发行,A轮,非公开,,国金投资,
