投资时间,受资方,所属行业,VC阶段,投资金额,币种,投资方,
2017-02-01,阿尤卡,网络服务,天使轮,1百万,人民币,华创盛景投资,
2017-02-01,友信科技,汽车制造,B轮,1350万,人民币,天津银诺投资咨询有限公司 / 湖南高新创投集团 / 臻云智能,
2017-02-01,Button,其他软件,B轮,2千万,美元,不公开的投资者,
2017-02-01,桔子热线,手机SNS,天使轮,5百万,人民币,青松基金,
2017-02-01,北方国际,建筑/工程,,非公开,,中和资本,
2017-02-01,埃尔森智能科技,硬件,天使轮,数百万,人民币,点亮资本,
2017-02-01,之江生物,医药,新三板定增轮,5千万,人民币,高特佳投资,
2017-02-01,上新,电子商务,,8百万,人民币,真格基金,
2017-02-01,中国卫生控股,B2C,A轮,2.1亿,人民币,普华资本,
2017-02-01,天津动漫堂,动漫,B轮,2340万,人民币,普华资本,
2017-02-01,铂诺理财,理财计算APP,B轮,3千万,人民币,普华资本,
2017-02-01,东篱环境,专业技术服务业,A轮,2046万,人民币,同创伟业,
2017-02-01,价之链,零售,新三板定增轮,1.7亿,人民币,海通开元 / 君度投资 / 建信天然,
2017-01-30,SentinelOne,IT服务,C轮,7千万,美元,不公开的投资者,
2017-01-30,晶晨半导体,IC设备制造,A轮,1.1亿,人民币,北京红马投资,
2017-01-28,米小芽,农业,天使轮,3百万,人民币,梅花天使创投,
2017-01-28,乔氏台球,其他娱乐与休闲,A轮,3千万,人民币,北京鑫弘投资有限公司 / 信中利资本,
2017-01-26,金居股份,房屋和土木工程,新三板定增轮,2255万,人民币,方富资本,
2017-01-26,佰惠生,食品加工,新三板定增轮,1.5亿,人民币,好德创业,
2017-01-26,海力香料,化工原料生产,新三板定增轮,777万,人民币,不公开的投资者,
2017-01-26,南大通用,应用软件,新三板定增轮,1.9亿,人民币,滨海财富 / 歌斐资产 / 唐泰科投资 / 中海长益,
2017-01-26,久正工学,家具,新三板定增轮,2070万,人民币,不公开的投资者,
2017-01-25,清鹤科技,软件,新三板定增轮,560万,人民币,不公开的投资者,
2017-01-25,新中合,光通信,新三板定增轮,2千万,人民币,湖南高新创投集团,
2017-01-25,精英动漫,影视制作及发行,新三板定增轮,2千万,人民币,北洋君惠投资,
2017-01-25,国源科技,软件,新三板定增轮,8500万,人民币,安徽同创锦成,
2017-01-25,中盈科技,电脑外设,新三板定增轮,1233万,人民币,不公开的投资者,
2017-01-25,储翰科技,电子工业专用设备制造,新三板定增轮,840万,人民币,不公开的投资者,
2017-01-25,锐迅股份,软件,新三板定增轮,1800万,人民币,众辉弘晟投资,
2017-01-25,惠凌股份,交通运输,新三板定增轮,3千万,人民币,不公开的投资者,
2017-01-25,置诚管网,软件,新三板定增轮,5960万,人民币,上海达泰 / 盈科资本 / 三智资本,
2017-01-25,华采找鱼网,B2B,A轮,2千万,人民币,真顺基金 / 复星集团,
2017-01-25,靠谱君,其他金融,Pre-A轮,1千万,人民币,不公开的投资者,
2017-01-25,SecurAX,生物工程,天使轮,非公开,,不公开的投资者,
2017-01-25,Payfone,基础软件,E轮,2350万,美元,不公开的投资者,
2017-01-25,NowFloats,咨询,B轮,1千万,美元,不公开的投资者,
2017-01-25,鲲游光电,光电,天使轮,数百万,人民币,晨晖创投 / 中恒星光金融控股,
2017-01-25,北汽新能源,汽车销售渠道,B轮,数亿,人民币,北京弘卓资本管理有限公司,
2017-01-25,靠谱君,其他金融,A轮,非公开,,石桥科技,
2017-01-24,中知在线,金融IT服务,种子轮,2百万,人民币,不公开的投资者,
2017-01-24,Dwolla,第三方支付,战略投资轮,685万,美元,不公开的投资者,
2017-01-24,动享,无线互联网服务,天使轮,1千万,人民币,不公开的投资者,
2017-01-24,PaisaWapas.com,应用软件,天使轮,非公开,,不公开的投资者,
2017-01-24,动享,无线互联网服务,天使轮,数千万,人民币,老鹰基金 / 银江资本,
2017-01-24,大馅饼,金融服务,天使轮,数千万,人民币,CoAssets,
2017-01-24,华之邦,其他清洁技术,新三板定增轮,8800万,人民币,湖南中投建华 / 泰礼创业 / 好德创业 / 永欣资产 / 中国风投,
2017-01-24,奥柏瑞,金属制品业,新三板定增轮,975万,人民币,不公开的投资者,
2017-01-24,司南导航,通信设备,新三板定增轮,4164万,人民币,鼎锋明道投资,
2017-01-24,中广核技,其他,上市定增轮,1.5亿,人民币,隆徽新能源,
2017-01-23,美思特,电子设备,新三板定增轮,4320万,人民币,北京九三 / 杭州沃驰投资管理有限公司,
2017-01-23,聚能鼎力,无线互联网服务,新三板定增轮,2801万,人民币,乐逗游戏,
2017-01-23,汇星新材,纺织及服装,新三板定增轮,1200万,人民币,不公开的投资者,
2017-01-23,万达股份,汽车制造,新三板定增轮,7584万,人民币,不公开的投资者,
2017-01-23,瑞谷光网,电子设备,新三板定增轮,6000万,人民币,不公开的投资者,
2017-01-23,YanXuan Technology,无线互联网服务,天使轮,2百万,人民币,元禾控股,
2017-01-23,九曳供应链,物流管理,B轮,2亿,人民币,远洋资本,
2017-01-23,快睿登,互联网金融,A轮,非公开,,亚杰天使投资管理（北京）有限公司 / 天使湾投资,
2017-01-23,映美传媒,网络服务,A轮,数千万,人民币,不公开的投资者,
2017-01-23,Pipedrive,IT服务,B轮,1700万,美元,不公开的投资者,
2017-01-23,人人行拍R2TECH,硬件,Pre-A轮,数百万,人民币,不公开的投资者,
2017-01-23,小红象,医疗服务,A轮,数千万,人民币,不公开的投资者,
2017-01-23,企鹅医生,医疗服务,A轮,数千万,人民币,基汇资本 / 腾讯投资 / 红杉中国,
2017-01-22,热寂商务,理财计算APP,天使轮,数百万,人民币,险峰长青,
2017-01-22,Hipcouch,咨询,天使轮,70万,美元,不公开的投资者,
2017-01-22,AOBiome,生物工程,C轮,3千万,美元,不公开的投资者,
2017-01-22,网鱼网咖,其他连锁及零售,D轮,2.1亿,人民币,达晨创投 / 明嘉资本 / 一村资本,
2017-01-22,趣呗科技,材料与元器件,天使轮,数百万,人民币,港粤资本,
2017-01-22,火星人俱乐部,教育与培训,A轮,2千万,人民币,信才盈投资 / 顺为资本,
2017-01-21,科润电力,电器机械及器材制造,A轮,9百万,人民币,浙科投资,
2017-01-21,若森数字,软件,B轮,非公开,,国信弘盛 / 万盛投资 / 松禾资本,
2017-01-20,空气管家科技,其他电子产品,A轮,数千万,人民币,不公开的投资者,
2017-01-20,领数传媒,广告创意,天使轮,数千万,人民币,wifi万能钥匙,
2017-01-20,复歌信息,软件,A轮,2千万,人民币,戈壁 / 众麟资本,
2017-01-20,车点点,网络服务,B轮,7500万,人民币,网信理财 / 松柏资本 / 和悦资本,
2017-01-20,芭比辣妈,网络服务,A轮,数千万,人民币,不公开的投资者 / 一下科技,
2017-01-20,丽都整形,其他医药,新三板定增轮,8200万,人民币,复星资本,
2017-01-20,伊维科技,机械制造,天使轮,7百万,人民币,厚持资本,
2017-01-20,乐来,网络服务,A轮,非公开,,初心资本,
2017-01-20,艾迈迪生物,医药,A轮,8百万,人民币,华岭资本,
2017-01-20,瑞科威医疗,医疗设备,A轮,5百万,人民币,华岭资本,
2017-01-20,Kitty Live,其他娱乐传媒,A轮,2100万,美元,Solo桌面(赤子城),
2017-01-20,Lumus,硬件,C轮,6百万,美元,阿里资本,
2017-01-20,Rhythm Superfoods,电子商务,D轮,6百万,美元,304 INC / General Mills / Blueberry Ventures,
2017-01-20,我在家,电子商务,A轮,5400万,人民币,今日资本 / 金沙江创投,
2017-01-19,Ketchupp,餐饮,天使轮,50万,美元,India Quotient,
2017-01-19,iService,IT服务,天使轮,44万,美元,Blume Ventures,
2017-01-19,科荟种业,农业,新三板定增轮,1300万,人民币,不公开的投资者,
2017-01-19,永联科技,电器机械及器材制造,新三板定增轮,1亿,人民币,深创投,
2017-01-19,美特桥架,其他机械制造,新三板定增轮,7200万,人民币,新生投资,
2017-01-19,趣彩网,网络服务,B轮,5千万,美元,不公开的投资者,
2017-01-19,元道通信,电信设备及终端,A轮,3055万,人民币,秉鸿创投,
2017-01-18,印联帮,网络服务,天使轮,1千万,人民币,不公开的投资者,
2017-01-18,邦尔医疗,医疗服务,B轮,2亿,人民币,斯道资本 / 民营企业联合 / 金浦产业投资,
2017-01-18,青橙科技,IT服务,A轮,数千万,人民币,春晓资本 / 左驭,
2017-01-18,东方略,生物工程,新三板定增轮,3.7亿,人民币,新鼎荣盛 / 嘉兴星空 / 融智开普 / 深圳熔岩投资,
2017-01-18,人为峰,批发业,新三板定增轮,1千万,人民币,不公开的投资者,
2017-01-18,开泰抛丸,其他电器机械及器材制造,新三板定增轮,2002万,人民币,不公开的投资者,
2017-01-18,南京港,配送及仓储,上市定增轮,3355万,人民币,西藏泓涵股权投资,
2017-01-18,太极实业,其他化工原料及加工,上市定增轮,4亿,人民币,无锡建发,
2017-01-18,天壕环境,新能源,上市定增轮,2.7亿,人民币,厚扬投资 / 沣华盛鼎投资,
2017-01-18,积康股份,电器机械及器材制造,A轮,1千万,人民币,沃衍资本,
2017-01-18,印联帮,网络服务,天使轮,非公开,,不公开的投资者,
2017-01-18,CC 英语,专业培训,A轮,非公开,,不公开的投资者,
2017-01-18,Zoom,IT服务,D轮,1亿,美元,红杉（海外）,
2017-01-18,AppsFlyer,IT服务,C轮,5600万,美元,Pitango Growth / Qumra Capital / 高盛 / DTCP,
2017-01-18,Therachon,生物工程,A轮,5百万,美元,Inserm Transfer Initiative / 奥博资本 / Banque publique d’investissement / Versant Ventures,
2017-01-17,Oi Media,广告创意/代理,天使轮,非公开,,Quarizon,
2017-01-17,D.light,IT服务,战略投资轮,1050万,美元,不公开的投资者,
2017-01-17,匠客科技,硬件,天使轮,数百万,人民币,不公开的投资者,
2017-01-17,淳中科技,光电显示器,新三板定增轮,数千万,人民币,盈科资本,
2017-01-17,蓝海骆驼,纺织及服装,新三板定增轮,1200万,人民币,深圳中金南方资产管理有限公司,
2017-01-17,精一规划,软件,新三板定增轮,146万,人民币,不公开的投资者,
2017-01-17,禹鼎电子,其他电子设备,新三板定增轮,6百万,人民币,不公开的投资者,
2017-01-17,清园股份,公共设施管理业,新三板定增轮,2千万,人民币,不公开的投资者,
2017-01-17,丹露网,电子商务,Pre-A轮,非公开,,天天快递,
2017-01-17,凝结集团,纺织及服装,A轮,数千万,港币,虎扑体育,
2017-01-16,51返呗,电子商务,A轮,数千万,美元,阿拉科技 / 金诺房地产 / 汇宇控股,
2017-01-16,奥英网络,娱乐与休闲,天使轮,数千万,人民币,创享投资 / 澎湃资本,
2017-01-16,永冠股份,化工原料生产,新三板定增轮,7035万,人民币,上海济业 / 上海共正投资管理有限责任公司 / 涌铧投资 / 复星资本 / 润健行天,
2017-01-16,博睿健康,医疗服务,新三板定增轮,1500万,人民币,中健投,
2017-01-16,江苏高科,物流设备制造,新三板定增轮,2022万,人民币,不公开的投资者,
2017-01-16,络策网络,网络服务,A轮,5百万,人民币,德同资本,
2017-01-16,爱酷游,网络游戏,上市定增轮,3814万,人民币,不公开的投资者,
2017-01-16,SmarterHQ,咨询,C轮,1300万,美元,Battery Ventures / Spring Lake Equity / Simon Venture Group,
2017-01-16,南京酷科电子科技,新能源,A轮,数百万,美元,小米 / 顺为资本 / 纪源资本,
2017-01-15,绿湾网络科技,IT服务,B轮,3亿,人民币,不公开的投资者 / 蓝驰创投 / 余杭金控,
2017-01-14,早糯网络,硬件,天使轮,1500万,人民币,领汇投资,
2017-01-13,原本,IT服务,天使轮,非公开,,不公开的投资者,
2017-01-13,量子视觉科技,硬件,B轮,数千万,人民币,不公开的投资者,
2017-01-13,车险易,其他金融,A轮,数千万,人民币,西码股份,
2017-01-13,Cytora,咨询,A轮,240万,英镑,iLexIR / The Parkwalk Opportunities EIS Fund,
2017-01-13,智慧工匠,其他网络服务,天使轮,5千万,人民币,光大控股,
2017-01-13,乐视网,网络视频,战略投资轮,168亿,人民币,不公开的投资者,
2017-01-13,微赞,网络社区,Pre-A轮,数千万,人民币,IDG资本,
2017-01-13,快服务,电子商务,Pre-A轮,数千万,人民币,峰瑞资本 / 福源精益,
2017-01-13,力天钨业,冶炼/加工,新三板定增轮,2亿,人民币,长江证券 / 长江资本,
2017-01-13,三元生物,食品制造业,新三板定增轮,2600万,人民币,鲁信祺晟,
2017-01-13,瑞琦科技,零售,新三板定增轮,1500万,人民币,不公开的投资者,
2017-01-13,北教文化,出版业,新三板定增轮,5910万,人民币,凯邦资本 / 珠海横琴中科零壹投资管理有限公司 / 立思辰,
2017-01-13,炜田新材,化工原料生产,新三板定增轮,2895万,人民币,不公开的投资者,
2017-01-13,咸亨股份,食品制造业,新三板定增轮,1005万,人民币,不公开的投资者,
2017-01-13,新阳特纤,化工原料生产,新三板定增轮,572万,人民币,不公开的投资者,
2017-01-13,罐头视频,广告创意/代理,A轮,5百万,人民币,德同资本,
2017-01-12,融信数联,网络服务,A轮,6百万,人民币,同方以衡,
2017-01-12,联网科技,网络服务,新三板定增轮,150万,人民币,不公开的投资者,
2017-01-12,夏山国际童军会,娱乐与休闲,Pre-A轮,数千万,人民币,不公开的投资者 / 联科创投,
2017-01-12,利源精制,冶炼/加工,上市定增轮,9亿,人民币,特舒股权 / 天津长城基金,
2017-01-12,大圣娱乐,网络游戏,战略投资轮,数千万,人民币,腾讯投资,
2017-01-12,Hansel.io,IT服务,天使轮,135万,美元,IDG资本 / Endiya Partners,
2017-01-12,数极客,IT服务,A轮,数千万,人民币,不公开的投资者,
2017-01-12,Funding Circle,金融服务,F轮,1亿,美元,Accel,
2017-01-12,一猫汽车网,汽车销售渠道,B轮,1亿,人民币,深圳融信力勤基金管理有限公司,
2017-01-12,快递100,物流管理,A轮,数千万,人民币,京东 / 国信弘盛,
2017-01-11,跑哪儿,体育,Pre-A轮,5百万,人民币,优客工场 / 亿润投资,
2017-01-11,Securens,IT服务,天使轮,5百万,美元,不公开的投资者,
2017-01-11,猪老张网络,电子商务,天使轮,50万,人民币,骑士团,
2017-01-11,Staffjoy,IT服务,天使轮,120万,美元,Haystack Fund / Caffeinated Capital / Brainchild Holdings,
2017-01-11,企明星,其他网络服务,Pre-A轮,3千万,人民币,小村资本 / 知卓创新资本 / 北京拉卡拉投资,
2017-01-11,牙医管家,应用软件,A轮,1亿,人民币,平安鼎创 / 辰德资本 / 厚生资产,
2017-01-11,EasyStack,计算机与网络安全服务,C轮,5千万,美元,不公开的投资者 / 国科嘉和,
2017-01-11,南自智能,其他建筑/工程,新三板定增轮,780万,人民币,不公开的投资者,
2017-01-11,海钰生物,食品制造业,新三板定增轮,4739万,人民币,天风证券 / 东莞证券 / 融裕金谷创投 / 好德创业 / 申万宏源,
2017-01-11,西京医院,医疗服务,天使轮,非公开,,中科创星,
2017-01-11,安智天行,IT服务,天使轮,非公开,,中信建投资本 / 三行资本 / 上海创鋆投资,
2017-01-10,帕特尔,电机制造,新三板定增轮,303万,人民币,不公开的投资者,
2017-01-10,宝优际,其他电子产品,新三板定增轮,1200万,人民币,不公开的投资者,
2017-01-10,贺鸿电子,电子设备,新三板定增轮,500万,人民币,梯石创投,
2017-01-10,吉芬时装,纺织及服装,新三板定增轮,1亿,人民币,东方邦信创投,
2017-01-10,中服软件,应用软件,A轮,数千万,人民币,永中软件 / 华软投资,
2017-01-10,银星能源,电机制造,上市定增轮,1.2亿,人民币,和盛资本,
2017-01-10,正邦科技,食品加工,上市定增轮,1.7亿,人民币,广西铁投发展基金管理,
2017-01-10,HousingAnywhere,房地产中介服务,A轮,5百万,欧元,Real Web,
